Ps,Trial ,Score,Age
20,1,37.02848514,61-80
20,2,90.21320344,61-80
20,3,57.79461147,61-80
20,4,91.66466915,61-80
20,5,144.2166399,61-80
21,1,34.3137085,61-80
21,2,78.68753369,61-80
21,3,240.908552,61-80
21,4,352.1568235,61-80
21,5,162.8669215,61-80
22,1,60.57826162,61-80
22,2,87.68533939,61-80
22,3,599.2758252,61-80
22,4,679.0953304,61-80
22,5,263.9119783,61-80
23,1,39.20663073,61-80
23,2,82.09955295,61-80
23,3,72.5651162,61-80
23,4,210.18063,61-80
23,5,685.9864303,61-80
24,1,31.97056275,61-80
24,2,77.22854316,61-80
24,3,91.10831997,61-80
24,4,81.52910624,61-80
24,5,439.945132,61-80
25,1,47.6919121,61-80
25,2,81.21539774,61-80
25,3,1521.131714,61-80
25,4,106.9193778,61-80
25,5,219.75354,61-80
26,1,34.14213562,61-80
26,2,77.69848481,61-80
26,3,72.8165239,61-80
26,4,176.9160769,61-80
26,5,124.3215234,61-80
27,1,31.02848514,61-80
27,2,75.50938811,61-80
27,3,60.61646588,61-80
27,4,85.41545575,61-80
27,5,101.7291643,61-80
28,1,35.72792206,61-80
28,2,91.6919121,61-80
28,3,132.9051155,61-80
28,4,92.28427125,61-80
28,5,144.2898918,61-80
29,1,33.02848514,61-80
29,2,74.68096098,61-80
29,3,72.75860151,61-80
29,4,158.7143197,61-80
29,5,321.0754873,61-80
30,1,35.19348531,61-80
30,2,79.53995306,61-80
30,3,64.27989284,61-80
30,4,103.1346108,61-80
30,5,223.0812526,61-80
31,1,31.62084429,61-80
31,2,76.26674742,61-80
31,3,61.50719381,61-80
31,4,127.0165819,61-80
31,5,273.5513088,61-80
32,1,37.09298024,61-80
32,2,76.92360167,61-80
32,3,69.58045592,61-80
32,4,83.17281507,61-80
32,5,228.5676006,61-80
33,1,34.3137085,61-80
33,2,79.68533939,61-80
33,3,61.6919121,61-80
33,4,217.6474252,61-80
33,5,226.3828721,61-80
34,1,217.4348927,61-80
34,2,79.44927141,61-80
34,3,150.2078729,61-80
34,4,89.29303826,61-80
34,5,257.8255708,61-80
35,1,40.21982285,61-80
35,2,87.17719347,61-80
35,3,67.10174726,61-80
35,4,107.1368051,61-80
35,5,428.9022694,61-80
36,1,31.27112583,61-80
36,2,89.64932943,61-80
36,3,215.2920861,61-80
36,4,109.3706788,61-80
36,5,198.891018,61-80
37,1,31.97056275,61-80
37,2,77.0055163,61-80
37,3,70.15309694,61-80
37,4,241.8004179,61-80
37,5,121.3280961,61-80
38,1,33.08640753,61-80
38,2,76.39354332,61-80
38,3,68.74983449,61-80
38,4,107.653718,61-80
38,5,314.0361086,61-80
39,1,35.20005802,61-80
39,2,77.57168891,61-80
39,3,75.9367938,61-80
39,4,97.53012964,61-80
39,5,321.6225963,61-80
40,1,31.20663073,61-80
40,2,76.21539774,61-80
40,3,151.7204074,61-80
40,4,78.48072699,61-80
40,5,129.4766595,61-80
41,1,32.03505785,61-80
41,2,75.62303859,61-80
41,3,57.32247551,61-80
41,4,86.59360134,61-80
41,5,140.4505136,61-80
42,1,32.61427158,61-80
42,2,75.80118418,61-80
42,3,84.04382486,61-80
42,4,92.82966932,61-80
42,5,133.6045627,61-80
43,1,35.14213562,61-80
43,2,77.14160742,61-80
43,3,751.1748334,61-80
43,4,115.0876497,61-80
43,5,121.6089411,61-80
44,1,31.38477631,61-80
44,2,76.33781523,61-80
44,3,71.34438794,61-80
44,4,102.8296693,61-80
44,5,141.7379313,61-80
45,1,34.89949494,61-80
45,2,83.27769854,61-80
45,3,72.8143296,61-80
45,4,112.1947275,61-80
45,5,175.2630728,61-80
46,1,31.25798041,61-80
46,2,75.21539774,61-80
46,3,61.57168891,61-80
46,4,94.55101867,61-80
46,5,109.848906,61-80
47,1,34.55634919,61-80
47,2,81.4421705,61-80
47,3,104.3575334,61-80
47,4,151.6439989,61-80
47,5,166.3500085,61-80
48,1,30.4426987,61-80
48,2,105.636184,61-80
48,3,173.0538341,61-80
48,4,81.1191703,61-80
48,5,115.6949036,61-80
49,1,37.79241716,61-80
49,2,79.85033956,61-80
49,3,92.50938811,61-80
49,4,113.3690731,61-80
49,5,191.293472,61-80
50,1,30.62746371,61-80
50,2,78.52258024,61-80
50,3,295.512472,61-80
50,4,273.472544,61-80
50,5,747.3635491,61-80
51,1,31.62084429,61-80
51,2,80.80658599,61-80
51,3,78.06669291,61-80
51,4,108.6687727,61-80
51,5,157.8487178,61-80
52,1,34.14213562,61-80
52,2,82.22197045,61-80
52,3,58.5651162,61-80
52,4,132.1696687,61-80
52,5,201.6496195,61-80
53,1,34.3137085,61-80
53,2,78.16404806,61-80
53,3,183.2866411,61-80
53,4,85.81160709,61-80
53,5,309.2124371,61-80
54,1,33.78584445,61-80
54,2,75.39354332,61-80
54,3,71.00124219,61-80
54,4,87.88759171,61-80
54,5,140.3302904,61-80
55,1,32.20663073,61-80
55,2,77.10174726,61-80
55,3,76.05039757,61-80
55,4,139.2526499,61-80
55,5,786.7741596,61-80
56,1,33.55634919,61-80
56,2,76.92798008,61-80
56,3,58.68533939,61-80
56,4,108.0078149,61-80
56,5,134.8002321,61-80
57,1,35.14213562,61-80
57,2,80.93455279,61-80
57,3,68.93455279,61-80
57,4,124.3903969,61-80
57,5,148.9915231,61-80
58,1,35.14213562,61-80
58,2,80.22201716,61-80
58,3,76.11489267,61-80
58,4,95.95646522,61-80
58,5,149.5150087,61-80
59,1,30.4426987,61-80
59,2,89.13539235,61-80
59,3,102.2876867,61-80
59,4,99.31407092,61-80
59,5,182.6523244,61-80
60,1,32.79241716,61-80
60,2,75.97932976,61-80
60,3,135.0876497,61-80
60,4,142.7936594,61-80
60,5,143.499669,61-80
